Date/Time,Environment:Site Outdoor Air Drybulb Temperature [F](Hourly),Environment:Site Outdoor Air Dewpoint Temperature [F](Hourly),Environment:Site Diffuse Solar Radiation Rate per Area [kBtuh/sqft](Hourly),Environment:Site Direct Solar Radiation Rate per Area [kBtuh/sqft](Hourly),LIVINGZONE:Zone Mean Air Temperature [F](Hourly),LIVINGZONE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Heating Rate [kBtuh](Hourly),LIVINGZONE IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Total Cooling Rate [kBtuh](Hourly) 
 04/27  03:00:00,55.939999999999984,50.000000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,7.0136398216008002,0.0000000000000000 
 04/27  04:00:00,55.939999999999984,50.000000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,6.8285269124743513,0.0000000000000000 
 04/27  05:00:00,55.482500000000002,50.000000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,7.0986812211362560,0.0000000000000000 
 04/27  06:00:00,55.039999999999978,50.000000000000000,1.0808503810000000E-002,8.4607062799999990E-003,69.999999999999972,7.3723425393631654,0.0000000000000000 
 04/27  07:00:00,56.046500000000009,50.548999999999999,4.1172588209999993E-002,3.5941260029999998E-002,69.999999999999972,6.7472328373921817,0.0000000000000000 
 04/27  08:00:00,58.575500000000005,51.080000000000027,3.9414713909999996E-002,0.14719487756999999,69.999999999999972,5.5150633763636874,0.0000000000000000 
 04/27  09:00:00,62.093000000000004,51.537499999999994,3.8923037789999997E-002,0.21621589548000000,69.999999999999972,3.7160228155578134,0.0000000000000000 
 04/27  10:00:00,67.608500000000006,53.535499999999999,5.0649248909999993E-002,0.20668900979999999,70.003078427359043,1.0848723776775790,0.0000000000000000 
 04/27  11:00:00,72.066499999999991,55.039999999999978,9.0827911199999986E-002,5.6060329649999990E-002,70.496351016212444,0.0000000000000000,0.0000000000000000 
 04/27  12:00:00,76.059500000000014,56.046500000000009,8.7098045579999991E-002,0.18663470396999998,72.543172661537668,0.0000000000000000,0.0000000000000000 
 04/27  13:00:00,80.993000000000009,58.026499999999999,7.4549730839999995E-002,0.21128063033999994,74.778946798556774,0.0000000000000000,0.52399304769682331 
 04/27  14:00:00,84.495499999999993,57.993499999999997,0.10087290720000000,0.12558888420000003,75.000000000000043,0.0000000000000000,3.0952353865746471 
 04/27  15:00:00,77.856499999999997,59.582000000000008,8.4352853909999997E-002,6.9851051789999979E-002,74.802987408820783,0.0000000000000000,1.1254815859149887 
 04/27  16:00:00,71.535499999999999,62.517499999999991,5.6287663769999996E-002,3.2524639679999995E-002,73.247325351896023,0.0000000000000000,0.0000000000000000 
 04/27  17:00:00,76.608499999999992,55.823000000000008,3.4794015749999997E-002,2.6641708469999997E-002,74.189064179968085,0.0000000000000000,0.0000000000000000 
 04/27  18:00:00,79.053500000000000,49.469000000000008,2.1781780800000001E-002,7.3826755470000005E-002,74.891140264113517,0.0000000000000000,6.1452898978329083E-002 
 04/27  19:00:00,75.518000000000001,52.561999999999998,7.4940956999999999E-003,1.3757679389999998E-002,73.943466373408768,0.0000000000000000,0.0000000000000000 
 04/27  20:00:00,73.497500000000002,46.347499999999997,0.0000000000000000,0.0000000000000000,72.898753654733866,0.0000000000000000,0.0000000000000000 
 04/27  21:00:00,71.927000000000007,44.070499999999996,0.0000000000000000,0.0000000000000000,72.255353869159620,0.0000000000000000,0.0000000000000000 
 04/27  22:00:00,68.424499999999995,48.444499999999998,0.0000000000000000,0.0000000000000000,70.839883407679380,0.0000000000000000,0.0000000000000000 
 04/27  23:00:00,65.913500000000013,45.933500000000002,0.0000000000000000,0.0000000000000000,70.007615090547205,0.50345880059261816,0.0000000000000000 
 04/27  24:00:00,62.927000000000007,44.502499999999998,0.0000000000000000,0.0000000000000000,69.999999999999972,1.9850494020951250,0.0000000000000000 
 04/28  01:00:00,59.424499999999995,41.955500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,3.5744677651231913,0.0000000000000000 
 04/28  02:00:00,54.900500000000001,39.920000000000002,0.0000000000000000,0.0000000000000000,69.999999999999972,5.6128257651118751,0.0000000000000000 
 04/28  03:00:00,51.522499999999994,39.920000000000002,0.0000000000000000,0.0000000000000000,69.999999999999972,7.8610364680567422,0.0000000000000000 
 04/28  04:00:00,50.530999999999999,40.469000000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,8.7908421654028643,0.0000000000000000 
 04/28  05:00:00,49.451000000000001,40.451000000000001,1.0838021999999999E-004,1.3745783999999999E-004,69.999999999999972,9.1340622159424765,0.0000000000000000 
 04/28  06:00:00,48.919999999999980,39.920000000000002,1.4425142939999995E-002,1.4973652589999999E-002,69.999999999999972,9.2539693228606446,0.0000000000000000 
 04/28  07:00:00,49.469000000000008,39.920000000000002,3.3773655629999996E-002,3.4902395969999993E-002,69.999999999999972,8.7046609383313669,0.0000000000000000 
 04/28  08:00:00,49.451000000000001,38.456000000000003,4.7309287740000004E-002,9.1768968719999996E-002,69.999999999999972,8.2815196408969083,0.0000000000000000 
 04/28  09:00:00,48.919999999999980,36.033500000000004,9.1841662769999971E-002,0.10111345842000002,69.999999999999972,7.8747106166834353,0.0000000000000000 
 04/28  10:00:00,48.919999999999980,34.053500000000000,6.9533841390000004E-002,0.17989266126000000,69.999999999999972,7.1727942831902602,0.0000000000000000 
 04/28  11:00:00,49.469000000000008,33.537500000000001,3.9990979470000000E-002,0.25500147543000001,69.999999999999972,5.9726294786494556,0.0000000000000000 
 04/28  12:00:00,51.006500000000003,33.522500000000001,4.5006868919999998E-002,0.25763696517000001,69.999999999999972,4.5176599881827810,0.0000000000000000 
 04/28  13:00:00,53.535499999999999,32.530999999999999,4.6608781439999997E-002,0.24712011869999997,69.999999999999972,3.2670853136585536,0.0000000000000000 
 04/28  14:00:00,54.491000000000007,31.451000000000001,5.7397900169999995E-002,0.21054575958000002,69.999999999999972,2.8112886659475449,0.0000000000000000 
 04/28  15:00:00,55.515500000000003,30.919999999999998,5.0782741619999995E-002,0.20756398181999997,69.999999999999972,2.2728325920447268,0.0000000000000000 
 04/28  16:00:00,57.019999999999975,29.456000000000000,5.1139603320000004E-002,0.16075694387999998,69.999999999999972,1.8858403019898096,0.0000000000000000 
 04/28  17:00:00,56.471000000000004,29.046499999999998,5.8952231129999998E-002,5.5811848169999997E-002,69.999999999999972,2.3970235551653225,0.0000000000000000 
 04/28  18:00:00,55.482500000000002,29.471000000000000,2.9244155459999987E-002,1.0777223339999999E-002,69.999999999999972,3.3453422161669057,0.0000000000000000 
 04/28  19:00:00,54.033500000000004,27.933500000000002,5.9807377500000012E-003,4.1303437500000003E-003,69.999999999999972,4.5138613835687060,0.0000000000000000 
 04/28  20:00:00,51.504499999999993,27.509000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,5.7208377325329574,0.0000000000000000 
 04/28  21:00:00,49.451000000000001,28.039999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,6.7532018113648569,0.0000000000000000 
 04/28  22:00:00,48.462499999999991,26.484500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,7.8098645737426642,0.0000000000000000 
 04/28  23:00:00,47.470999999999997,23.973500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,8.9060595849701691,0.0000000000000000 
 04/28  24:00:00,46.482500000000002,23.548999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,9.6436666633266661,0.0000000000000000 
 04/29  01:00:00,45.491000000000000,25.086500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,9.7843149758014771,0.0000000000000000 
 04/29  02:00:00,43.496000000000002,27.066499999999998,0.0000000000000000,0.0000000000000000,69.999999999999972,10.233940431194966,0.0000000000000000 
 04/29  03:00:00,43.086500000000001,27.491000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,10.665839128834250,0.0000000000000000 
 04/29  04:00:00,44.059999999999988,27.509000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,10.452372383307230,0.0000000000000000 
 04/29  05:00:00,44.059999999999988,29.504000000000001,9.8775793999999987E-005,0.0000000000000000,69.999999999999972,10.459955482914339,0.0000000000000000 
 04/29  06:00:00,44.059999999999988,34.488500000000002,7.2654398699999994E-003,0.0000000000000000,69.999999999999972,11.605937951101840,0.0000000000000000 
 04/29  07:00:00,44.059999999999988,37.482500000000002,2.1789711059999998E-002,0.0000000000000000,69.999999999999972,12.439597143094984,0.0000000000000000 
 04/29  08:00:00,44.517499999999998,35.484499999999997,3.9599753309999992E-002,0.0000000000000000,69.999999999999972,11.855238178784335,0.0000000000000000 
 04/29  09:00:00,46.515500000000003,33.522500000000001,5.6152849349999999E-002,0.0000000000000000,69.999999999999972,10.675326869374318,0.0000000000000000 
 04/29  10:00:00,49.026499999999999,32.530999999999999,6.9323689499999994E-002,0.0000000000000000,69.999999999999972,9.7426468193480407,0.0000000000000000 
 04/29  11:00:00,51.555500000000002,31.451000000000001,7.8168572819999990E-002,0.0000000000000000,69.999999999999972,8.8123486936543021,0.0000000000000000 
 04/29  12:00:00,52.510999999999996,33.024500000000003,9.1504626719999968E-002,8.9730891900000002E-003,69.999999999999972,7.8799541861759188,0.0000000000000000 
 04/29  13:00:00,53.535499999999999,36.066499999999998,0.13665291861000001,5.2101808199999995E-002,69.999999999999972,6.3053823262887949,0.0000000000000000 
 04/29  14:00:00,57.052999999999997,37.497500000000002,0.10056362705999998,2.8143171029999990E-002,69.999999999999972,5.1209167360173087,0.0000000000000000 
 04/29  15:00:00,59.548999999999999,40.501999999999995,7.6571947139999999E-002,0.11708896718999999,69.999999999999972,3.9807536854788710,0.0000000000000000 
 04/29  16:00:00,60.080000000000027,44.535499999999999,5.2475852130000000E-002,3.2511422579999998E-002,69.999999999999972,3.9820772878186248,0.0000000000000000 
 04/29  17:00:00,60.080000000000027,46.497500000000002,4.1873094509999993E-002,2.2614458099999993E-003,69.999999999999972,4.2155503142136466,0.0000000000000000 
 04/29  18:00:00,58.981999999999999,47.488999999999997,2.2447922640000000E-002,9.4237922999999986E-004,69.999999999999972,5.1004537852283338,0.0000000000000000 
 04/29  19:00:00,57.462500000000006,48.019999999999982,7.0426876779999988E-003,4.4362755579999994E-003,69.999999999999972,5.9478051393530871,0.0000000000000000 
 04/29  20:00:00,56.471000000000004,48.477499999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,6.3567918753595372,0.0000000000000000 
 04/29  21:00:00,55.482500000000002,48.919999999999980,0.0000000000000000,0.0000000000000000,69.999999999999972,6.8472707082521360,0.0000000000000000 
 04/29  22:00:00,54.491000000000007,48.919999999999980,0.0000000000000000,0.0000000000000000,69.999999999999972,7.5161189397401067,0.0000000000000000 
 04/29  23:00:00,53.960000000000022,49.469000000000008,0.0000000000000000,0.0000000000000000,69.999999999999972,7.7872095827611068,0.0000000000000000 
 04/29  24:00:00,54.509000000000000,50.548999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,7.5401163926104733,0.0000000000000000 
 04/30  01:00:00,55.039999999999978,51.080000000000027,0.0000000000000000,0.0000000000000000,69.999999999999972,7.5185893893406694,0.0000000000000000 
 04/30  02:00:00,55.039999999999978,51.080000000000027,0.0000000000000000,0.0000000000000000,69.999999999999972,7.3684822056383865,0.0000000000000000 
 04/30  03:00:00,55.039999999999978,48.975499999999997,0.0000000000000000,0.0000000000000000,69.999999999999972,7.6175361577743379,0.0000000000000000 
 04/30  04:00:00,54.491000000000007,44.469499999999996,0.0000000000000000,0.0000000000000000,69.999999999999972,8.5272402146629904,0.0000000000000000 
 04/30  05:00:00,52.495999999999995,40.981999999999999,2.6830712999999999E-004,2.8363896600000000E-004,69.999999999999972,9.4833500135554125,0.0000000000000000 
 04/30  06:00:00,50.530999999999999,37.449500000000000,1.2506020020000001E-002,2.1791032770000000E-002,69.999999999999972,9.9382974641189854,0.0000000000000000 
 04/30  07:00:00,49.451000000000001,33.504500000000000,3.0320027399999998E-002,0.10006666409999999,69.999999999999972,10.133027604329371,0.0000000000000000 
 04/30  08:00:00,49.469000000000008,32.000000000000000,3.6554533469999997E-002,0.17494682243999998,69.999999999999972,9.9398817831709412,0.0000000000000000 
 04/30  09:00:00,51.006500000000003,32.000000000000000,4.6529478839999999E-002,0.20566864967999998,69.999999999999972,8.2219341120445417,0.0000000000000000 
 04/30  10:00:00,52.986499999999999,32.548999999999999,8.1482099789999984E-002,0.18083504048999999,69.999999999999972,6.1989887125393057,0.0000000000000000 
 04/30  11:00:00,54.966499999999996,33.079999999999998,7.9528612409999991E-002,0.19510554335999988,69.999999999999972,4.6241815502876795,0.0000000000000000 
 04/30  12:00:00,58.044499999999999,34.086500000000001,7.6805889810000000E-002,0.14237988803999999,69.999999999999972,3.1768220949183790,0.0000000000000000 
 04/30  13:00:00,60.537499999999994,34.511000000000003,8.0811992819999998E-002,0.18608883773999996,69.999999999999972,1.4018758041170480,0.0000000000000000 
 04/30  14:00:00,61.529000000000003,33.522500000000001,9.4872343799999995E-002,8.0851644119999996E-002,69.999999999999972,0.84887856508478632,0.0000000000000000 
 04/30  15:00:00,63.066499999999998,34.543999999999997,9.7754993309999968E-002,9.8725128450000005E-002,69.999999999999972,0.20023617520080086,0.0000000000000000 
 04/30  16:00:00,64.039999999999964,34.953499999999998,6.3935077829999992E-002,4.9709513099999998E-002,69.999999999999972,0.22920781381329169,0.0000000000000000 
 04/30  17:00:00,64.497500000000002,34.529000000000003,4.1218848059999993E-002,3.2580151500000001E-002,69.999999999999972,0.33430441437289732,0.0000000000000000 
 04/30  18:00:00,63.933499999999995,36.066499999999998,1.9874553270000001E-002,4.4462324399999996E-003,69.999999999999972,0.82439386880384524,0.0000000000000000 
 04/30  19:00:00,61.953500000000005,37.040000000000006,5.9981843219999997E-003,0.0000000000000000,69.999999999999972,1.7663880023200342,0.0000000000000000 
 04/30  20:00:00,60.522499999999994,36.491000000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,2.5481208354794314,0.0000000000000000 
 04/30  21:00:00,59.530999999999999,37.515500000000003,0.0000000000000000,0.0000000000000000,69.999999999999972,3.2908653608515839,0.0000000000000000 
 04/30  22:00:00,59.182999999999993,38.745500000000000,0.0000000000000000,0.0000000000000000,69.999999999999972,3.9131711600063928,0.0000000000000000 
 04/30  23:00:00,59.634500000000003,38.205500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,4.2632180447783030,0.0000000000000000 
 04/30  24:00:00,60.082999999999984,37.665500000000002,0.0000000000000000,0.0000000000000000,69.999999999999972,4.6495993509336406,0.0000000000000000 
 05/01  01:00:00,60.534499999999994,37.033999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,4.8513546142418873,0.0000000000000000 
 05/01  02:00:00,60.982999999999990,36.405500000000004,0.0000000000000000,0.0000000000000000,69.999999999999972,4.7855691890611034,0.0000000000000000 
 05/01  03:00:00,61.434500000000007,35.865499999999997,0.0000000000000000,0.0000000000000000,69.999999999999972,4.7968518775436149,0.0000000000000000 
 05/01  04:00:00,61.882999999999996,35.325499999999998,0.0000000000000000,0.0000000000000000,69.999999999999972,4.7579352102743986,0.0000000000000000 
 05/01  05:00:00,61.053500000000000,35.517499999999998,4.1942264000000001E-004,9.8687679999999992E-005,69.999999999999972,5.0203263573896750,0.0000000000000000 
 05/01  06:00:00,59.530999999999999,36.509000000000000,1.3251464459999999E-002,4.0748319299999999E-003,69.999999999999972,5.4632352762902592,0.0000000000000000 
 05/01  07:00:00,59.000000000000000,38.046500000000002,4.0170732030000003E-002,2.1561055229999997E-002,69.999999999999972,5.1676277911931132,0.0000000000000000 
 05/01  08:00:00,60.006499999999996,39.477499999999999,6.7477260629999980E-002,6.2350347539999997E-002,69.999999999999972,4.2085261503201741,0.0000000000000000 
 05/01  09:00:00,61.986500000000007,41.018000000000001,8.7024029819999987E-002,7.7421806669999996E-002,69.999999999999972,3.0617463528683526,0.0000000000000000 
 05/01  10:00:00,62.502499999999998,45.099500000000006,0.11632898394000001,7.7731086809999989E-002,69.999999999999972,2.1929586140724897,0.0000000000000000 
 05/01  11:00:00,59.955500000000001,47.013500000000001,0.14989909623000000,7.1040590789999983E-002,69.999999999999972,2.2584972852017198,0.0000000000000000 
 05/01  12:00:00,57.462500000000006,44.484499999999997,0.12790716354000001,0.13246970646000000,69.999999999999972,2.4264934110364496,0.0000000000000000 
 05/01  13:00:00,57.019999999999975,42.522500000000001,0.10569847041000001,5.6678889929999997E-002,69.999999999999972,2.5155869018438168,0.0000000000000000 
 05/01  14:00:00,57.019999999999975,40.981999999999999,0.11092583346000000,0.12907555518000002,69.999999999999972,2.1471058485603400,0.0000000000000000 
 05/01  15:00:00,58.026499999999999,39.462499999999999,9.9274959810000007E-002,0.10692105215999997,69.999999999999972,1.7282025968613530,0.0000000000000000 
 05/01  16:00:00,59.000000000000000,37.464500000000001,9.5948215739999981E-002,4.6869158310000006E-002,69.999999999999972,1.3444641623373677,0.0000000000000000 
 05/01  17:00:00,58.451000000000008,37.515500000000003,5.9199390899999996E-002,2.7525932460000006E-002,69.999999999999972,1.6888340414802030,0.0000000000000000 
 05/01  18:00:00,57.919999999999973,39.020000000000010,3.4930151879999996E-002,2.0474609610000000E-002,69.999999999999972,2.1678608529493548,0.0000000000000000 
 05/01  19:00:00,56.456000000000003,39.020000000000010,9.4691710099999993E-003,3.5756661199999990E-003,69.999999999999972,2.9511780281004985,0.0000000000000000 
 05/01  20:00:00,54.491000000000007,40.026499999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,3.8437807217159841,0.0000000000000000 
 05/01  21:00:00,54.509000000000000,36.974000000000004,0.0000000000000000,0.0000000000000000,69.999999999999972,4.5039041719507740,0.0000000000000000 
 05/01  22:00:00,55.039999999999978,31.981999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,4.8680926268699052,0.0000000000000000 
 05/01  23:00:00,53.484499999999997,30.919999999999998,0.0000000000000000,0.0000000000000000,69.999999999999972,5.5842881995484994,0.0000000000000000 
 05/01  24:00:00,50.973500000000001,31.469000000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,6.8047238184688252,0.0000000000000000 
 05/02  01:00:00,49.451000000000001,32.548999999999999,0.0000000000000000,0.0000000000000000,69.999999999999972,7.3559097170424854,0.0000000000000000 
 05/02  02:00:00,47.913499999999999,33.537500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,7.7972323027305244,0.0000000000000000 
 05/02  03:00:00,47.488999999999997,33.522500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,7.6817686765330970,0.0000000000000000 
 05/02  04:00:00,47.470999999999997,33.537500000000001,0.0000000000000000,0.0000000000000000,69.999999999999972,7.4099273528930505,0.0000000000000000 
 05/02  05:00:00,46.940000000000012,33.980000000000004,3.7800905999999998E-004,1.5992690999999998E-004,69.999999999999972,8.2795856356497701,0.0000000000000000 
 05/02  06:00:00,46.940000000000012,33.980000000000004,1.1184310019999999E-002,7.1240168999999994E-003,69.999999999999972,8.9672959597026267,0.0000000000000000 
 05/02  07:00:00,47.946500000000000,33.522500000000001,3.6904786619999998E-002,2.8763053019999998E-002,69.999999999999972,8.5397226166073530,0.0000000000000000 
 05/02  08:00:00,50.018000000000001,33.079999999999998,5.2388619269999999E-002,2.9240190329999995E-002,69.999999999999972,7.1130712783091186,0.0000000000000000 
 05/02  09:00:00,53.550500000000000,31.524500000000000,6.5006984639999987E-002,7.9566942000000002E-002,69.999999999999972,5.5136918859172788,0.0000000000000000 
 05/02  10:00:00,58.044499999999999,30.477499999999999,0.10061120862000000,6.0996916499999991E-002,69.999999999999972,3.7437640526194818,0.0000000000000000 
 05/02  11:00:00,61.086500000000001,29.913499999999999,0.11360361791999997,0.12163300616999999,69.999999999999972,1.9502245203996318,0.0000000000000000 
 05/02  12:00:00,62.517499999999991,26.927000000000000,0.12756087551999998,0.11043019220999999,69.999999999999972,0.70785584518401357,0.0000000000000000 
 05/02  13:00:00,63.509000000000000,25.529000000000000,0.10673997788999998,0.11908078415999998,70.003635012384933,5.3241783506653310E-002,0.0000000000000000 
